"FastElements","FastInsertionSort","RandomPermutation","40000","399430713","2243","0"
"FastElements","FastInsertionSort","RandomPermutation","50000","623265531","2690","0"
"FastElements","FastInsertionSort","RandomPermutation","60000","899494758","7082","0"
"FastElements","FastInsertionSort","RandomPermutation","70000","1223633796","5644","0"
"FastElements","FastInsertionSort","RandomPermutation","80000","1605963908","13724","0"
"FastElements","FastInsertionSort","RandomPermutation","90000","2025639812","19415","0"
"FastElements","FastInsertionSort","RandomPermutation","100000","2499986360","20438","0"
"FastElements","FastInsertionSort","RandomPermutation","110000","3022661798","15957","0"
"FastElements","FastInsertionSort","RandomPermutation","120000","3601898498","26807","0"
"FastElements","FastInsertionSort","RandomPermutation","130000","4225264103","21538","0"
"FastElements","FastInsertionSort","RandomPermutation","140000","4913775904","36645","0"
"FastElements","FastInsertionSort","RandomPermutation","150000","5619135367","37843","0"
"FastElements","FastInsertionSort","RandomPermutation","160000","6399209499","39507","0"
"FastElements","FastInsertionSort","RandomPermutation","170000","7230400309","74736","0"
"FastElements","FastInsertionSort","RandomPermutation","180000","8104140668","65321","0"
"FastElements","FastInsertionSort","RandomPermutation","190000","9027630438","64544","0"
"FastElements","FastInsertionSort","RandomPermutation","200000","9992226953","71784","0"
"FastElements","FastInsertionSort","ReversePermutation","40000","799980000","3625","0"
"FastElements","FastInsertionSort","ReversePermutation","50000","1249975000","7420","0"
"FastElements","FastInsertionSort","ReversePermutation","60000","1799970000","14097","0"
"FastElements","FastInsertionSort","ReversePermutation","70000","2449965000","22162","0"
"FastElements","FastInsertionSort","ReversePermutation","80000","3199960000","34188","0"
"FastElements","FastInsertionSort","ReversePermutation","90000","4049955000","24900","0"
"FastElements","FastInsertionSort","ReversePermutation","100000","4999950000","35201","0"
"FastElements","FastInsertionSort","ReversePermutation","110000","6049945000","57845","0"
"FastElements","FastInsertionSort","ReversePermutation","120000","7199940000","72455","0"
"FastElements","FastInsertionSort","ReversePermutation","130000","8449935000","58711","0"
"FastElements","FastInsertionSort","ReversePermutation","140000","9799930000","82234","0"
"FastElements","FastInsertionSort","ReversePermutation","150000","11249925000","74064","0"
"FastElements","FastInsertionSort","ReversePermutation","160000","12799920000","109416","0"
"FastElements","FastInsertionSort","ReversePermutation","170000""FastElements","FastInsertionSort","RandomPermutation","40000","14449915000","98926","0"
"FastElements","FastInsertionSort","ReversePermutation","180000","16199910000","105692","0"
"FastElements","FastInsertionSort","ReversePermutation","190000"
